Sentence,ORG1,ORG2,ORG3,ORG4,ORG5
安徽省招标集团股份有限公司8楼803室（合肥市包河区包河大道236号安徽省招标集团大厦）。,安徽省招标集团股份有限公司,,,,
(2)投标人或其法定代表人或拟派项目经理（项目负责人）被人民检察院列入行贿犯罪档案的；,人民检察院,,,,
安徽省招标集团股份有限公司2楼第五开标室（合肥市包河区包河大道236号安徽省招标集团大厦）,安徽省招标集团股份有限公司,,,,
2.1项目名称：国有工矿中信机电制造公司铁运部棚户区改造项目配套基础设施调整部分建设项目,中信机电制造公司,,,,
2.6建设规模：国有工矿中信机电制造公司铁运部棚户区改造项目配套基础设施调整部分建设内容及地下车库,中信机电制造公司,,,,
本招标项目业主（中国石油天然气股份有限公司湖北销售分公司）已按要求履行了相关报批及备案等手续，资金已落实，具备招标条件，项目已具备招标条件，现对其进行公开招标，邀请符合资质的公司参与此次投标。,中国石油天然气股份有限公司湖北销售分公司,,,,
招标人：中国石油天然气股份有限公司湖北销售分公司,中国石油天然气股份有限公司湖北销售分公司,,,,
招标人：陵川县六泉乡教育办公室,陵川县六泉乡教育办公室,,,,
招标人：亳州宜居综合开发有限公司,亳州宜居综合开发有限公司,,,,
2.5招标范围：中共洪洞县委党校建设项目工程施工图纸设计中的地基与基础、主体、普通装修、给排水、采暖、电气安装及室外基础设施工程等全部工程内容。,中共洪洞县委党校,,,,
招标人：中国共产党洪洞县委员会党校,中国共产党洪洞县委员会党校,,,,
项目名称：中国石油天然气股份有限公司上海销售分公司金科等5座加油站改造项目,中国石油天然气股份有限公司上海销售分公司,,,,
本招标项目业主（中国石油天然气股份有限公司上海销售分公司）已按要求履行了相关报批及备案等手续，资金已落实，具备招标条件，项目已具备招标条件，现对其进行公开招标，邀请符合资质的公司参与此次投标。,中国石油天然气股份有限公司上海销售分公司,,,,
（3）经投标人在人民检察院查询，人民检察院出具的《检察机关查询行贿犯罪档案结果告知函》中投标人、法定代表人、项目经理在招标公告发布日起前2年内无行贿犯罪记录。,人民检察院,,,,
山西省投资集团太谷文化发展有限公司山西北方建设工程招标代理中心（有限公司）,山西省投资集团太谷文化发展有限公司,,,,
建设单位：中国移动通信集团山西有限公司大同分公司,中国移动通信集团山西有限公司大同分公司,,,,
建设单位：青岛西海岸文化旅游集团有限公司,青岛西海岸文化旅游集团有限公司,,,,
招标代理机构：山东中钢招标有限公司,山东中钢招标有限公司,,,,
（1）对新疆石油管理局物业服务总公司所辖范围内居民小区住宅楼屋面零星维修；,新疆石油管理局物业服务总公司,,,,
（2）对新疆石油管理局物业服务总公司所辖范围内的住宅楼修补女儿墙、檐口、阳台及外墙部位松动、空鼓、脱落等的抹灰层及外墙砖。,新疆石油管理局物业服务总公司,,,,
3.4有新疆油田公司颁发的有效《市场准入证》、《HSE准入证》、安全许可证、建筑工程施工总承包叁级及以上资质、维修工程类似项目业绩。,新疆油田公司,,,,
5.4如需纸质版投标文件，所有投标人应于年月日时分递交到新疆克拉玛依市友谊路115号联合办公楼B座新疆油田公司招标中心103开标室。,新疆油田公司,,,,
3.4有新疆油田公司颁发的有效《市场准入证》、《HSE准入证》、安全许可证。,新疆油田公司,,,,
4.1凡有意参加投标者，请于2017年12月18日至2017年12月22日（节假日不休)，每日上午8时00分至12时00分，下午14时30分至17时30分在山西神舟招标公司进行报名并同时领取招标文件。,山西神舟招标公司,,,,
招标单位：浮山县文化局,浮山县文化局,,,,
榆次城市建设综合开发总公司山西天罡建设项目管理有限公司,榆次城市建设综合开发总公司,山西天罡建设项目管理有限公司,,,
招标人：平定县冠山镇宋家庄村村民委员会,平定县冠山镇宋家庄村村民委员会,,,,
招标人：汾阳市嘉业房地产开发有限公司,汾阳市嘉业房地产开发有限公司,,,,
2.1项目名称：永济市广播电视台中央广播电视无线覆盖发射基站基础建设项目,永济市广播电视台,,,,
招标人：永济市广播电视台,永济市广播电视台,,,,
2.1项目名称：黄河金三角农产品国际交易服务中心建设项目施工,黄河金三角农产品国际交易服务中心,,,,
招标人：山西省投资集团黄河金三角农产品国际交易有限公司,山西省投资集团黄河金三角农产品国际交易有限公司,,,,
招标人：大同志诚房地产开发有限公司,大同志诚房地产开发有限公司,,,,
5.1凡通过上述报名者，请持单位介绍信到陕西正大招标有限公司山西分公司购买招标文件。,陕西正大招标有限公司山西分公司,,,,
招标单位：太原市第五中学校招标代理：山西华安建设项目管理有限公司,山西华安建设项目管理有限公司,,,,
本项目已由运城市发展和改革委员会以运发改备案[2016]81号文批准建设，招标人为山西省投资集团黄河金三角农产品国际交易有限公司，建设资金由企业自筹解决。项目已具备招标条件，现对该项目进行公开招标。,山西省投资集团黄河金三角农产品国际交易有限公司,,,,
2.1项目名称：黄河金三角农产品国际交易服务中心建设项目灰土挤密桩检测,黄河金三角农产品国际交易服务中心,,,,
山西华境招标代理有限公司受临县碛口镇寨则山寄宿制小学委托，对临县碛口寨则山寄宿制小学建设项目进行公开招标，现将招标控制价公布如下：,山西华境招标代理有限公司,,,,
招标单位：山西省新康监狱招标代理：山西华安建设项目管理有限公司,山西省新康监狱,山西华安建设项目管理有限公司,,,
"项目概况：克拉玛依物业管理公司所属范围内居民小区配套设施和住宅楼公共设施修缮等零星维修本项目不划分标段,工作量估算额为255万元（含税），详见附件。",克拉玛依物业管理公司,,,,
招标人名称：吕梁恒信房地产开发有限公司,吕梁恒信房地产开发有限公司,,,,
招标代理机构名称：北京中兴恒工程咨询有限公司,北京中兴恒工程咨询有限公司,,,,
2.1、项目名称：临县东关小学综合楼新建项目,临县东关小学,,,,
招标人：阳曲县扶贫产业有限公司,阳曲县扶贫产业有限公司,,,,
代理机构：东创项目管理集团有限公司,项目管理集团有限公司,,,,
南方医科大学第三附属医院2万以下零星工程修缮服务,南方医科大学第三附属医院,,,,
国义招标股份有限公司受南方医科大学第三附属医院的委托，对南方医科大学第三附属医院2万以下零星工程修缮服务进行公开招标，欢迎符合资格条件的投标人投标。,南方医科大学第三附属医院,国义招标股份有限公司,,,
安徽心脑血管医院（中国科学技术大学附属第一医院/安徽省立医院南区）一期部分建筑翻修招标公告,安徽心脑血管医院,,,,
安徽心脑血管医院（中国科学技术大学附属第一医院/安徽省立医院南区）一期部分建筑翻修,安徽心脑血管医院,,,,
√安徽省招标集团股份有限公司招标十一部(合肥市包河区包河大道236号安徽省招标集团大厦7楼701室)。,安徽省招标集团股份有限公司招标十一部,,,,
中国科学技术大学附属第一医院/安徽省立医院,中国科学技术大学附属第一医院,安徽省立医院,,,
安徽心脑血管医院（中国科学技术大学附属第一医院/安徽省立医院南区）一期部分建筑翻修，面积约3.8万平方米，项目概算约3200万元。具体以招标文件为准。,安徽心脑血管医院,安徽省立医院,,,
中国科学技术大学附属第一医院/安徽省立医院南区,中国科学技术大学附属第一医院,安徽省立医院,,,
安徽心脑血管医院（中国科学技术大学附属第一医院/安徽省立医院南区）一期翻修，具体内容详见招标文件。,安徽心脑血管医院,安徽省立医院,,,
招标人：中国科学技术大学附属第一医院/安徽省立医院,中国科学技术大学附属第一医院,安徽省立医院,,,
2.1、项目名称：临县前甘泉九年制学校教学楼、茶炉房、煤房建设项目,临县前甘泉九年制学校,,,,
招标人：临县临泉镇前甘泉九年制学校,临县临泉镇前甘泉九年制学校,,,,
